,host_response_rate,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,amenities,price,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,host_since_years
669,0.0,Jurong East,West Region,1.34453,103.7319,Apartment,Private room,6,2.0,3.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Hot tub"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Microwave"", ""Elevator"", ""Pool"", ""Stove"", ""Lock on bedroom door"", ""Host greets you"", ""Air conditioning"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Fire extinguisher"", ""Backyard"", ""Shampoo"", ""Hot water"", ""Washer""]",113.0,365,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,6
670,0.81,Downtown Core,Central Region,1.28039,103.85389,Apartment,Private room,1,1.0,1.0,"[""Fire extinguisher"", ""Iron"", ""Smoke alarm"", ""Building staff"", ""Essentials"", ""Hair dryer"", ""Kitchen"", ""Dryer"", ""Hot water"", ""Hangers"", ""TV"", ""Private entrance"", ""Wifi"", ""Pool"", ""Self check-in"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Washer""]",65.0,364,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,8
671,0.98,Sembawang,North Region,1.43964,103.82401,House,Private room,2,1.0,1.0,"[""Air conditioning"", ""Heating"", ""Essentials"", ""Kitchen"", ""Private entrance"", ""Hangers"", ""Wifi"", ""Lock on bedroom door"", ""Long term stays allowed""]",115.0,0,1,3.0,3.0,2.0,4.0,4.0,3.0,3.0,6
672,0.98,Sembawang,North Region,1.44199,103.82264,House,Private room,2,1.0,1.0,"[""Air conditioning"", ""Heating"", ""Essentials"", ""Kitchen"", ""Hangers"", ""Pool"", ""Wifi"", ""Long term stays allowed"", ""Washer""]",66.0,0,1,3.0,4.0,5.0,1.0,3.0,5.0,4.0,6
673,0.98,Sembawang,North Region,1.43979,103.82187,House,Private room,2,1.0,1.0,"[""Air conditioning"", ""Heating"", ""Essentials"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Lock on bedroom door"", ""Long term stays allowed""]",202.0,0,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,6
674,0.98,Sembawang,North Region,1.4406,103.82203,House,Private room,1,1.0,1.0,"[""Air conditioning"", ""Heating"", ""Essentials"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Washer""]",88.0,0,1,5.0,5.0,4.0,5.0,5.0,5.0,5.0,6
675,0.98,Marine Parade,Central Region,1.30928,103.89457,Apartment,Private room,2,1.0,1.0,"[""Air conditioning"", ""Shampoo"", ""Iron"", ""Bed linens"", ""Elevator"", ""Essentials"", ""Cleaning available during stay"", ""Free parking on premises"", ""Hangers"", ""Pool"", ""Wifi"", ""Gym"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Washer""]",65.0,90,1,5.0,4.0,5.0,5.0,4.0,5.0,5.0,9
676,0.67,Kallang,Central Region,1.31039,103.85819,Apartment,Private room,2,1.0,1.0,"[""Air conditioning"", ""Elevator"", ""Kitchen"", ""Smoking allowed"", ""Dryer"", ""Free parking on premises"", ""Pool"", ""Gym"", ""Long term stays allowed"", ""Washer""]",65.0,0,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,7
678,0.9,Outram,Central Region,1.2846,103.8433,Hotel,Hotel room,2,1.0,1.0,"[""First aid kit"", ""Lockbox"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Wifi"", ""Breakfast"", ""Long term stays allowed"", ""Iron"", ""Dryer"", ""Paid parking on premises"", ""Air conditioning"", ""Security cameras on property"", ""Essentials"", ""Hangers"", ""Paid parking off premises"", ""Self check-in"", ""Fire extinguisher"", ""Shampoo"", ""Smoke alarm"", ""Hot water"", ""Washer""]",135.0,235,3,3.67,4.33,3.33,4.67,5.0,5.0,4.33,10
680,0.98,River Valley,Central Region,1.29614,103.83546,Apartment,Private room,1,1.0,1.0,"[""Shampoo"", ""Luggage dropoff allowed"", ""Essentials"", ""Hair dryer"", ""Kitchen"", ""Dryer"", ""Hot water"", ""Hangers"", ""TV"", ""Private entrance"", ""Wifi"", ""Free parking on premises"", ""Pool"", ""Self check-in"", ""Keypad"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Washer""]",148.0,0,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,6
681,0.81,Downtown Core,Central Region,1.28205,103.85306,Apartment,Private room,1,1.0,1.0,"[""Heating"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Iron"", ""Elevator"", ""Dryer"", ""Pool"", ""Gym"", ""Lock on bedroom door"", ""Air conditioning"", ""Building staff"", ""Essentials"", ""Hangers"", ""Self check-in"", ""Fire extinguisher"", ""Smoke alarm"", ""Hot water"", ""Washer""]",65.0,209,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,8
682,0.8,Outram,Central Region,1.2848,103.84137,Apartment,Private room,1,1.0,1.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Elevator"", ""Dryer"", ""Paid parking on premises"", ""Keypad"", ""Stove"", ""Lock on bedroom door"", ""Air conditioning"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Paid parking off premises"", ""Self check-in"", ""Extra pillows and blankets"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",48.0,331,3,5.0,5.0,4.67,5.0,5.0,5.0,4.67,7
683,0.8,Outram,Central Region,1.28304,103.84315,Apartment,Private room,1,1.0,1.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Private entrance"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Elevator"", ""Dryer"", ""Paid parking on premises"", ""Keypad"", ""Stove"", ""Lock on bedroom door"", ""Air conditioning"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Paid parking off premises"", ""Self check-in"", ""Extra pillows and blankets"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",57.0,332,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,7
684,0.98,Bukit Batok,West Region,1.3614,103.76444,Apartment,Private room,2,1.0,2.0,"[""Air conditioning"", ""Shampoo"", ""First aid kit"", ""Heating"", ""Elevator"", ""Essentials"", ""Kitchen"", ""Dryer"", ""Hangers"", ""Hot tub"", ""TV"", ""Pool"", ""Wifi"", ""Gym"", ""Breakfast"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Washer""]",50.0,0,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,7
685,0.98,Bukit Timah,Central Region,1.33463,103.80969,Apartment,Private room,2,1.0,1.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""Wifi"", ""Long term stays allowed"", ""Iron"", ""Microwave"", ""Elevator"", ""Gym"", ""Stove"", ""Lock on bedroom door"", ""Host greets you"", ""Air conditioning"", ""Essentials"", ""Free parking on premises"", ""Hangers"", ""Dishes and silverware"", ""Bed linens"", ""Shared pool"", ""Luggage dropoff allowed"", ""Hot water"", ""Shared patio or balcony"", ""Washer""]",47.0,88,100,4.79,4.88,4.86,4.92,4.95,4.29,4.84,6
686,0.67,Novena,Central Region,1.32165,103.84119,House,Entire home/apt,3,1.0,8.0,"[""Air conditioning"", ""Shampoo"", ""Iron"", ""Heating"", ""Essentials"", ""Hair dryer"", ""Private entrance"", ""Paid parking on premises"", ""Hangers"", ""Hot water"", ""TV"", ""Luggage dropoff allowed"", ""Wifi"", ""Host greets you"", ""Dishes and silverware"", ""Long term stays allowed""]",97.0,365,1,1.0,3.0,1.0,1.0,3.0,4.0,1.0,7
687,0.8,Kallang,Central Region,1.31141,103.8566,Apartment,Private room,1,1.0,1.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""Private entrance"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Dryer"", ""Pool"", ""Keypad"", ""Single level home"", ""Stove"", ""Lock on bedroom door"", ""Air conditioning"", ""TV with standard cable"", ""Free street parking"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Paid parking off premises"", ""Self check-in"", ""Extra pillows and blankets"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",69.0,331,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7
688,0.81,Downtown Core,Central Region,1.28622,103.85473,Apartment,Private room,1,1.0,1.0,"[""Air conditioning"", ""Fire extinguisher"", ""Iron"", ""Smoke alarm"", ""Building staff"", ""Essentials"", ""Hair dryer"", ""Kitchen"", ""Dryer"", ""Hot water"", ""Hangers"", ""TV"", ""Pool"", ""Wifi"", ""Gym"", ""Self check-in"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Washer""]",90.0,365,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,8
689,0.8,Kallang,Central Region,1.30852,103.86103,Apartment,Private room,1,1.0,1.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Dryer"", ""Pool"", ""Keypad"", ""Single level home"", ""Stove"", ""Lock on bedroom door"", ""Air conditioning"", ""TV with standard cable"", ""Free street parking"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Paid parking off premises"", ""Self check-in"", ""Extra pillows and blankets"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",99.0,331,4,4.25,4.0,3.5,4.75,4.5,4.25,4.0,11
690,0.9,Kallang,Central Region,1.30895,103.86149,Apartment,Private room,1,1.0,1.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Dryer"", ""Pool"", ""Keypad"", ""Single level home"", ""Stove"", ""Lock on bedroom door"", ""Air conditioning"", ""TV with standard cable"", ""Free street parking"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Paid parking off premises"", ""Self check-in"", ""Extra pillows and blankets"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",59.0,331,1,4.0,5.0,4.0,5.0,5.0,5.0,5.0,10
691,0.8,Kallang,Central Region,1.3097,103.8617,Apartment,Private room,1,1.0,1.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Dryer"", ""Pool"", ""Keypad"", ""Single level home"", ""Stove"", ""Lock on bedroom door"", ""Air conditioning"", ""TV with standard cable"", ""Free street parking"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Paid parking off premises"", ""Self check-in"", ""Extra pillows and blankets"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",59.0,331,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,7
692,0.98,Bukit Timah,Central Region,1.33253,103.78883,Apartment,Entire home/apt,6,3.0,3.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Hot tub"", ""Bathtub"", ""Wifi"", ""Breakfast"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Crib"", ""Microwave"", ""Cleaning available during stay"", ""Dryer"", ""Paid parking on premises"", ""Pool"", ""Gym"", ""Single level home"", ""Ethernet connection"", ""Air conditioning"", ""TV with standard cable"", ""Security cameras on property"", ""Essentials"", ""Hangers"", ""Patio or balcony"", ""Extra pillows and blankets"", ""Shampoo"", ""Shower gel"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",220.0,0,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,6
693,0.98,Bukit Timah,Central Region,1.33048,103.78882,House,Entire home/apt,5,1.0,1.0,"[""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""Hot tub"", ""Bathtub"", ""Wifi"", ""Breakfast"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Crib"", ""Microwave"", ""Cleaning available during stay"", ""Dryer"", ""Paid parking on premises"", ""Pool"", ""Gym"", ""Single level home"", ""Stove"", ""Air conditioning"", ""TV with standard cable"", ""Security cameras on property"", ""Building staff"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Patio or balcony"", ""Self check-in"", ""Extra pillows and blankets"", ""Shampoo"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""BBQ grill"", ""Washer""]",140.0,0,1,5.0,5.0,5.0,5.0,5.0,3.0,5.0,6
694,1.0,Rochor,Central Region,1.29806,103.85257,Apartment,Entire home/apt,2,1.0,1.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""Exercise equipment"", ""Dedicated workspace"", ""Shared backyard \u2013 Fully fenced"", ""Bathtub"", ""Wifi"", ""Breakfast"", ""Long term stays allowed"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""Crib"", ""Microwave"", ""Elevator"", ""Paid parking on premises"", ""Free washer \u2013 In unit"", ""Single level home"", ""Stove"", ""Ethernet connection"", ""Air conditioning"", ""TV with standard cable"", ""Security cameras on property"", ""Building staff"", ""Essentials"", ""Free dryer \u2013 In unit"", ""Hangers"", ""Dishes and silverware"", ""Shared hot tub"", ""Self check-in"", ""Extra pillows and blankets"", ""Shared gym in building"", ""Shampoo"", ""Smoke alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Coffee maker"", ""City skyline view""]",175.0,0,10,5.0,4.9,4.8,5.0,5.0,4.8,4.6,6
695,1.0,Rochor,Central Region,1.29806,103.85257,House,Entire home/apt,2,1.0,1.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""Shared backyard \u2013 Fully fenced"", ""Dedicated workspace"", ""Bathtub"", ""Wifi"", ""Breakfast"", ""Long term stays allowed"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""Crib"", ""Microwave"", ""Elevator"", ""Cleaning available during stay"", ""Paid parking on premises"", ""Free washer \u2013 In unit"", ""Single level home"", ""Stove"", ""Ethernet connection"", ""Air conditioning"", ""TV with standard cable"", ""Security cameras on property"", ""Building staff"", ""Essentials"", ""Free dryer \u2013 In unit"", ""Hangers"", ""Dishes and silverware"", ""Shared hot tub"", ""Self check-in"", ""Extra pillows and blankets"", ""Shared gym in building"", ""Shampoo"", ""Smoke alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""City skyline view""]",247.0,8,13,4.85,4.92,4.92,4.92,5.0,4.92,4.62,6
696,1.0,Rochor,Central Region,1.29806,103.85257,House,Entire home/apt,2,1.0,1.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""Exercise equipment"", ""Dedicated workspace"", ""Shared backyard \u2013 Fully fenced"", ""Hot tub"", ""Bathtub"", ""Wifi"", ""Breakfast"", ""Long term stays allowed"", ""Iron"", ""Crib"", ""Microwave"", ""Paid parking on premises"", ""Free washer \u2013 In unit"", ""Stove"", ""Ethernet connection"", ""Air conditioning"", ""TV with standard cable"", ""Security cameras on property"", ""Building staff"", ""Essentials"", ""Free dryer \u2013 In unit"", ""Hangers"", ""Dishes and silverware"", ""Self check-in"", ""Extra pillows and blankets"", ""Shared gym in building"", ""Shampoo"", ""Smoke alarm"", ""Bed linens"", ""Hot water"", ""City skyline view""]",175.0,0,19,4.95,5.0,4.95,4.89,4.89,4.95,4.68,6
697,1.0,Rochor,Central Region,1.29806,103.85257,Apartment,Entire home/apt,2,1.0,1.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""Dedicated workspace"", ""Bathtub"", ""Wifi"", ""Breakfast"", ""Long term stays allowed"", ""Iron"", ""Crib"", ""Microwave"", ""Elevator"", ""Cleaning available during stay"", ""Dryer"", ""Paid parking on premises"", ""Single level home"", ""Stove"", ""Ethernet connection"", ""Air conditioning"", ""TV with standard cable"", ""Security cameras on property"", ""Building staff"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Shared hot tub"", ""Self check-in"", ""Extra pillows and blankets"", ""Backyard"", ""Shared gym in building"", ""Shampoo"", ""Smoke alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""City skyline view"", ""Washer""]",200.0,0,31,4.97,4.97,4.97,5.0,4.97,4.94,4.84,6
698,1.0,Rochor,Central Region,1.29806,103.85257,Apartment,Entire home/apt,2,1.0,1.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""Shared backyard \u2013 Fully fenced"", ""Dedicated workspace"", ""Bathtub"", ""Wifi"", ""Breakfast"", ""Long term stays allowed"", ""Iron"", ""Crib"", ""Microwave"", ""Elevator"", ""Dryer"", ""Paid parking on premises"", ""Gym"", ""Single level home"", ""Stove"", ""Ethernet connection"", ""Air conditioning"", ""TV with standard cable"", ""Security cameras on property"", ""Building staff"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Shared hot tub"", ""Self check-in"", ""Extra pillows and blankets"", ""Shampoo"", ""Smoke alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",200.0,0,9,4.89,4.89,4.89,5.0,4.89,5.0,4.67,6
699,1.0,Rochor,Central Region,1.29806,103.85257,Apartment,Entire home/apt,2,1.0,1.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""Shared backyard \u2013 Fully fenced"", ""Dedicated workspace"", ""Bathtub"", ""Wifi"", ""Breakfast"", ""Long term stays allowed"", ""Iron"", ""Crib"", ""Microwave"", ""Elevator"", ""Cleaning available during stay"", ""Dryer"", ""Paid parking on premises"", ""Gym"", ""Single level home"", ""Stove"", ""Ethernet connection"", ""TV with standard cable"", ""Security cameras on property"", ""Building staff"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Shared hot tub"", ""Self check-in"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Shampoo"", ""Smoke alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""AC - split type ductless system"", ""Washer""]",200.0,0,9,5.0,4.89,5.0,5.0,4.89,4.78,4.44,6
700,0.98,Choa Chu Kang,West Region,1.37776,103.73604,Other,Shared room,1,1.0,1.0,"[""Air conditioning"", ""Elevator"", ""Kitchen"", ""Dryer"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Washer""]",67.0,0,1,4.0,5.0,5.0,5.0,5.0,4.0,5.0,6
701,0.98,Novena,Central Region,1.32161,103.84791,Apartment,Entire home/apt,4,2.0,2.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""Private entrance"", ""Hot tub"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Elevator"", ""Dryer"", ""Pool"", ""Gym"", ""Stove"", ""Air conditioning"", ""Essentials"", ""Free parking on premises"", ""Hangers"", ""Dishes and silverware"", ""Patio or balcony"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Shampoo"", ""Smoke alarm"", ""Bed linens"", ""Hot water"", ""BBQ grill"", ""Washer""]",225.0,88,2,5.0,5.0,5.0,5.0,5.0,4.0,5.0,6
702,0.81,Downtown Core,Central Region,1.28484,103.85875,Apartment,Private room,1,1.0,1.0,"[""Kitchen"", ""Hair dryer"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Private living room"", ""Iron"", ""Elevator"", ""Dryer"", ""Pool"", ""Gym"", ""Lock on bedroom door"", ""Air conditioning"", ""Building staff"", ""Essentials"", ""Hangers"", ""Self check-in"", ""Fire extinguisher"", ""Smoke alarm"", ""Hot water"", ""Washer""]",57.0,364,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,8
703,0.81,Downtown Core,Central Region,1.28875,103.85302,Apartment,Private room,1,1.0,1.0,"[""Kitchen"", ""Hair dryer"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Private living room"", ""Iron"", ""Elevator"", ""Dryer"", ""Pool"", ""Gym"", ""Lock on bedroom door"", ""Air conditioning"", ""Building staff"", ""Essentials"", ""Hangers"", ""Self check-in"", ""Fire extinguisher"", ""Smoke alarm"", ""Hot water"", ""Washer""]",68.0,364,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,8
704,0.81,Downtown Core,Central Region,1.28525,103.8529,Apartment,Private room,1,1.0,1.0,"[""Kitchen"", ""Hair dryer"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Private living room"", ""Iron"", ""Elevator"", ""Dryer"", ""Pool"", ""Gym"", ""Lock on bedroom door"", ""Air conditioning"", ""Building staff"", ""Essentials"", ""Hangers"", ""Self check-in"", ""Fire extinguisher"", ""Smoke alarm"", ""Hot water"", ""Washer""]",80.0,364,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,8
705,0.8,Outram,Central Region,1.28412,103.84245,Apartment,Private room,1,1.0,1.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Private entrance"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Elevator"", ""Dryer"", ""Paid parking on premises"", ""Keypad"", ""Stove"", ""Lock on bedroom door"", ""Air conditioning"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Paid parking off premises"", ""Self check-in"", ""Extra pillows and blankets"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",69.0,331,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,7
706,1.0,Rochor,Central Region,1.30103,103.85222,Apartment,Private room,2,1.0,1.0,"[""Refrigerator"", ""Kitchen"", ""Private entrance"", ""Hot tub"", ""Wifi"", ""Long term stays allowed"", ""Iron"", ""Microwave"", ""Elevator"", ""Dryer"", ""Pool"", ""Gym"", ""Single level home"", ""Stove"", ""Lock on bedroom door"", ""Host greets you"", ""Air conditioning"", ""Essentials"", ""Free parking on premises"", ""Hangers"", ""Bed linens"", ""Hot water"", ""Washer""]",75.0,28,1,5.0,4.0,3.0,5.0,5.0,5.0,5.0,6
707,0.98,Kallang,Central Region,1.31672,103.8597,Hotel,Private room,6,1.0,6.0,"[""Air conditioning"", ""Fire extinguisher"", ""Iron"", ""Smoke alarm"", ""Hair dryer"", ""Dryer"", ""Wifi"", ""Breakfast"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Washer""]",144.0,0,3,4.5,4.0,4.0,4.5,4.5,4.0,4.5,7
